Timestamp,Output Angle [deg],Motor Angle [deg],Calibrated Motor Angle [deg],Angular Velocity [rad/s],Target Torque [Nm],Current Torque [Nm],Is Holding
1752495153.7567341,223.0380014496071,1596.8542000457771,1338.2280086976425,4.917816122340694,-0.7480278798685087,-0.7421528523567036,False
1752495153.7679174,226.13070000762954,1616.8606088349736,1356.7842000457772,4.622466976310631,-0.7615421106885166,-0.7596031848553353,False
1752495153.779121,229.4651014724956,1637.3943694209202,1376.7906088349737,5.197447137711737,-0.8190498979739627,-0.8131052266621,False
1752495153.790045,232.8873949034867,1658.1918059052416,1397.3243694209202,5.4442268576030415,-0.8589360658582001,-0.8543529819385901,False
1752495153.8008485,236.35363431754027,1678.9233234149692,1418.1218059052417,5.606116107810806,-0.8927979217353625,-0.8889534277556853,False
1752495153.811809,239.80888723582822,1699.325246051728,1438.8533234149693,5.482006226276061,-0.9100478955005259,-0.9079384487260418,False
1752495153.822729,243.209207675288,1720.1886015106431,1459.2552460517281,5.444530005547118,-0.9289998186503372,-0.9268936816579076,False
1752495153.8340435,246.6864335851072,1741.0849164568551,1480.1186015106432,5.522493377803148,-0.9518026670945722,-0.9493117685509057,False
1752495153.8451993,250.1691527428092,1762.244907301442,1501.0149164568552,5.299983728146477,-0.9571179317751579,-0.9563373154527327,False
1752495153.856302,253.69581788357368,1784.5255207141222,1522.174907301442,5.591065668092429,-0.9857149522691064,-0.9827771885874691,False
1752495153.8672411,257.4092534523537,1806.4106202792402,1544.4555207141223,5.851052024906555,-1.010609270563381,-1.0078260623657898,False
1752495153.8782022,261.05677004654007,1828.8560311284045,1566.3406202792403,5.884872437992847,-1.0210490023224392,-1.0197267083267743,False
1752495153.8892303,264.7976718547341,1851.070725566491,1588.7860311284046,5.919556591922943,-1.0286970656924532,-1.0278000299558854,False
1752495153.900086,268.5001209277485,1873.713893339437,1611.0007255664912,5.928292768560271,-1.0319125559263995,-1.031501303329348,False
1752495153.9112022,272.2739822232395,1896.1263447013046,1633.643893339437,5.925345466489387,-1.0314378818070564,-1.0314442239592856,False
1752495153.92253,276.00939078355077,1919.066147859922,1656.0563447013046,5.777607747044419,-1.020587257006926,-1.021672953702162,False
1752495153.9335005,279.832691309987,1942.467383840696,1678.996147859922,6.058849136049809,-1.0278847465600005,-1.0272635672742167,False
1752495153.9445238,283.73289730678266,1964.9457541771571,1702.397383840696,6.261509209398584,-1.0277925571020243,-1.0277396581192435,False
1752495153.9557066,287.47929236285955,1986.7649347676813,1724.8757541771572,5.844613780820407,-0.9940078510500323,-0.9973810317569535,False
1752495153.9673948,291.11582246128023,2009.0125886930648,1746.6949347676814,5.481972305712284,-0.960446008087418,-0.9641395104543715,False
1752495153.9781501,294.8237647821775,2031.1613641565575,1768.9425886930649,5.845038590010221,-0.96002114779767,-0.9604329840633401,False
1752495153.989259,298.51522735942626,2051.7610437170974,1791.0913641565576,5.862996183516424,-0.9396461740836597,-0.9417248550816277,False
1752495154.000466,301.9485072861829,2070.8116273746855,1811.6910437170975,5.403927138783181,-0.894497890875634,-0.8992205872962334,False
1752495154.0113444,305.1236045624476,2088.873426413367,1830.7416273746855,4.995188960067338,-0.8515387603427407,-0.85630694303809,False
1752495154.0226614,308.1339044022278,2105.880521858549,1848.8034264133669,4.669193101758507,-0.8121783539982541,-0.8165912129022377,False
1752495154.0336468,310.9684203097582,2121.602197299153,1865.810521858549,4.457456934737365,-0.7784163830626293,-0.7822338660465902,False
1752495154.044839,313.58869954985886,2135.4122224765392,1881.532197299153,4.085537975241328,-0.7371864075346548,-0.7416911533858483,False
1752495154.0557604,315.89037041275657,2147.2446784161134,1895.3422224765393,3.734318887153376,-0.6988225778679258,-0.703109435419718,False
1752495154.0673592,317.8624464026856,2156.2096589608605,1907.1746784161135,3.020939743194476,-0.6446710731760978,-0.6505149094004599,False
1752495154.0783432,319.3566098268101,2.7026779583428704,1916.1396589608605,2.3148580733518362,-0.5949729508805703,-0.6005271467325592,False
1752495154.0892835,-39.561220340276186,6.460059510185397,-237.36732204165713,-566.905509687711,27.876674591267612,25.028954417467595,False
1752495154.100392,-38.93499008163577,7.18516823071641,-233.6099404898146,1.0162902258378788,-0.51318792245126,2.0410263115406266,False
1752495154.1116347,-38.81413862821393,6.295262073701076,-232.88483176928358,0.1819293391642231,-0.4702617020183428,-0.21913290066244606,False
1752495154.1227021,-38.96245632104982,6.822613870450904,-233.7747379262989,-0.23759267108537405,-0.4507680763889428,-0.4276045588162931,False
1752495154.1334393,-38.87456435492485,7.086289768825818,-233.24738612954908,0.14014244801508358,-0.4687767023097719,-0.46465948796042406,False
1752495154.144362,-38.830618371862364,5.899748226138704,-232.98371023117417,0.07085054762388784,-0.4648726346607708,-0.4648513199907361,False
1752495154.1554132,-39.02837529564355,4.515449759670405,-234.17025177386128,-0.31625734231230795,-0.4474927260146667,-0.4492285854122737,False
1752495154.1668253,-39.2590917067216,2.5049210345616846,-235.55455024032958,-0.35732032535179375,-0.44773733290449136,-0.4478864581552696,False
1752495154.1780572,-39.59417982757305,2159.1100938429845,-237.56507896543832,-0.5080343330348123,-0.44352539450002126,-0.4439615008655461,False
1752495154.1895285,319.8400156404974,2154.2650492103458,1919.0400938429846,553.5092638805543,-28.149966094444476,-25.379365635086582,False
1752495154.2008436,319.0325082017243,2148.2334630350197,1914.1950492103458,-1.2686305555071036,-0.41894877442911393,-2.9149904604948595,False
1752495154.2119844,318.02724383916996,2141.4108491645684,1908.1634630350197,-1.5189751524089958,-0.4161040446970871,-0.6659926862768644,False
1752495154.2230477,316.89014152742806,2133.1709773403527,1901.3408491645685,-1.7902425770478032,-0.41329897773732766,-0.43856834859128135,False
1752495154.2337372,315.51682955672544,2124.041199359121,1893.1009773403528,-2.2443295735827578,-0.4033233477954713,-0.4068478478750523,False
1752495154.2447248,313.99519989318685,2114.2522316319523,1883.971199359121,-2.421574573410906,-0.4082183459099206,-0.4080812961064338,False
1752495154.2559135,312.36370527199205,2103.441519798581,1874.1822316319524,-2.5636466979168993,-0.4154503450780036,-0.4147134401808466,False
1752495154.2670903,310.56191996643014,2091.279468986038,1863.371519798581,-2.8992534967647625,-0.41398929186530564,-0.4140617066968597,False
1752495154.2780316,308.534911497673,2078.0956740672923,1851.209468986038,-3.1326866469175303,-0.41889043413205873,-0.41840756138853885,False
1752495154.2891467,306.33761234454875,2063.758297093156,1838.0256740672924,-3.5008161201060273,-0.4176348635317271,-0.41771213331740825,False
1752495154.3006163,303.94804951552607,2048.498054474708,1823.6882970931563,-3.659321551349913,-0.42737110865464206,-0.42640521112091867,False
1752495154.311635,301.4046757457847,2031.5568780041199,1808.4280544747082,-3.963432135518478,-0.429797107524557,-0.4294579178841932,False
1752495154.3226411,298.58114633402,2014.0224307621882,1791.48687800412,-4.528411571676537,-0.4196712542213338,-0.42064992058761974,False
1752495154.3340378,295.6587384603647,1995.7628747997255,1773.9524307621882,-4.522230488083687,-0.43708549643523764,-0.43544193885047583,False
1752495154.3449202,292.6154791332876,1976.0201419089035,1755.6928747997256,-4.727628071316614,-0.44279410190112434,-0.4420588855960595,False
1752495154.3560295,289.32502365148395,1955.4204623483636,1735.9501419089036,-5.213876218318358,-0.43360146707440084,-0.4344472089265667,False
1752495154.3669803,285.8917437247273,1933.7331197070268,1715.3504623483636,-5.447380625464193,-0.43526117530507435,-0.43517977866722357,False
1752495154.3777325,282.2771866178378,1911.3865873197528,1693.663119707027,-5.86452574647025,-0.42569734488147387,-0.42664558826004884,False
1752495154.388626,278.55276455329215,1888.4138246738385,1671.316587319753,-5.992705667938144,-0.42793267928435513,-0.4278039701819245,False
1752495154.3996675,274.72397077897307,1864.1556420233464,1648.3438246738385,-6.149424230157803,-0.42577945976820175,-0.42598191080957404,False
1752495154.411333,270.6809403372244,1838.8427557793545,1624.0856420233465,-6.233260536997968,-0.4240350132842199,-0.4242297030367553,False
1752495154.4224408,266.4621259632258,1811.519340810254,1598.7727557793546,-6.34485540173347,-0.41710505643021956,-0.4178175210908731,False
1752495154.4334924,261.9082234683757,1782.844586861982,1571.4493408102542,-7.310492454455594,-0.3629001550667037,-0.3683918916691206,False
1752495154.4446526,257.12909781033034,1754.6312657358662,1542.774586861982,-7.2887580207580065,-0.3528259730736402,-0.35438256493318826,False
1752495154.4560177,252.42687762264438,1723.8800640878922,1514.5612657358663,-7.425967042733918,-0.33011596523587594,-0.3325426252056072,False
1752495154.4674714,247.30167734798204,1692.9311055161363,1483.8100640878922,-7.79577546836413,-0.2889769377395245,-0.29333350648613277,False
1752495154.4782705,242.14351758602274,1660.1034561684596,1452.8611055161364,-8.108399706672303,-0.24507187826315607,-0.24989804108545374,False
1752495154.4894826,236.6722426947433,1627.209887846189,1420.0334561684597,-8.634347461434558,-0.18303212787988216,-0.1897187192004393,False
1752495154.5006013,231.1899813076982,1593.3604943923096,1387.1398878461891,-8.720491420980071,-0.13729271365389184,-0.1425353142085466,False
1752495154.5115979,225.5484157320516,1559.2474250400548,1353.2904943923097,-8.720175370767105,-0.08920083062620626,-0.09453427898444029,False
1752495154.5225024,219.86290417334249,1522.3987182421608,1319.177425040055,-9.190781616980136,-0.012041942078935608,-0.02029117576948608,False
1752495154.5336077,213.72145304036016,1486.2751201647975,1282.328718242161,-9.539985043629219,0.06854330320129781,0.059659855304219425,False
1752495154.5445182,207.70085336079958,1447.5806820782786,1246.2051201647976,-9.755942873676211,0.1457799062347439,0.13716790114169147,False
1752495154.555687,201.25178034637977,1410.0068665598535,1207.5106820782787,-10.176775488768019,0.24215368043786534,0.23165510250824795,False
1752495154.5672202,194.98947775997559,1373.2570382238498,1169.9368665598536,-9.616903964231478,0.29054960374536754,0.2846601536216556,False
1752495154.5784302,188.86450637064164,1337.1663996337836,1133.1870382238499,-9.222216523973039,0.3477329765255216,0.341425694235135,False
1752495154.5892954,182.84939993896396,1302.4930189974823,1097.0963996337837,-9.670832497265993,0.44696682005043376,0.43641270746890387,False
1752495154.6002617,177.07050316624705,1272.5987640192263,1062.4230189974824,-9.173007403864926,0.49625241233829515,0.49026844185135604,False
1752495154.6110842,172.08812733653772,1245.1764705882351,1032.5287640192264,-8.086644038719811,0.5056080375418824,0.5040740779728298,False
1752495154.6219223,167.5177450980392,1219.962462806134,1005.1064705882352,-7.360999656839315,0.527072953160928,0.5247730656421181,False
1752495154.6329436,163.31541046768902,1197.3852140077822,979.8924628061341,-6.680625579663558,0.5452672304945944,0.5432178140093468,False
1752495154.6440089,159.55253566796372,1176.5548180361639,957.3152140077823,-5.963349650117857,0.5552005533427151,0.5540022794093783,False
1752495154.6553066,156.0808030060273,1158.031586175326,936.4848180361639,-5.340102480824686,0.5653134058039838,0.5641822931645233,False
1752495154.6663494,152.9935976958877,1141.354085603113,917.9615861753261,-4.823122640588694,0.57525289302721,0.5741458330409414,False
1752495154.6775482,150.2140142671855,1127.51110093843,901.284085603113,-4.332540781692624,0.5821194561673648,0.5813220938547224,False
